Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
55.0,19.0,64.0,30.0,34.0,9.0,60.0,56.0,1621967815.0,2021-05-25 18:36:55
58.0,18.0,62.0,28.0,38.0,7.0,57.0,56.0,1621461081.0,2021-05-19 21:51:21
60.0,19.0,63.0,30.0,40.0,7.0,56.0,52.0,1621471157.0,2021-05-20 00:39:17
60.0,20.0,59.0,16.0,36.0,9.0,67.0,66.0,1621751753.0,2021-05-23 06:35:53
55.0,20.0,59.0,16.0,36.0,12.0,67.0,66.0,1621763210.0,2021-05-23 09:46:50
56.0,18.0,57.0,18.0,38.0,10.0,63.0,62.0,1621773534.0,2021-05-23 12:38:54
53.0,18.0,58.0,21.0,33.0,8.0,61.0,60.0,1621784202.0,2021-05-23 15:36:42
55.0,19.0,60.0,23.0,37.0,6.0,57.0,56.0,1621794926.0,2021-05-23 18:35:26
56.0,19.0,60.0,28.0,42.0,7.0,62.0,62.0,1621808384.0,2021-05-23 22:19:44
57.0,19.0,65.0,36.0,41.0,7.0,58.0,53.0,1621816590.0,2021-05-24 00:36:30
58.0,20.0,63.0,26.0,33.0,9.8,63.0,62.0,1622021618.0,2021-05-26 09:33:38
58.0,20.0,62.0,29.0,32.0,9.0,60.0,59.0,1622033779.0,2021-05-26 12:56:19
56.0,19.0,64.0,33.0,42.0,7.0,62.0,61.0,1622044155.0,2021-05-26 15:49:15
57.0,19.0,60.0,22.0,43.0,6.0,61.0,60.0,1622054958.0,2021-05-26 18:49:18
57.0,19.0,63.0,31.0,38.0,7.0,60.0,59.0,1622065030.0,2021-05-26 21:37:10
59.0,20.0,63.0,28.0,40.0,7.0,61.0,60.0,1622076702.0,2021-05-27 00:51:42
6.0,20.0,60.0,22.0,37.0,8.0,61.0,60.0,1622087018.0,2021-05-27 03:43:38
61.0,25.0,63.0,24.0,33.0,10.0,65.0,64.0,1622097543.0,2021-05-27 06:39:03
60.0,20.0,59.0,19.0,35.0,9.7,65.0,65.0,1622108061.0,2021-05-27 09:34:21
55.0,18.0,58.0,22.0,34.0,10.0,62.0,62.0,1622119023.0,2021-05-27 12:37:03
54.0,18.0,58.0,23.0,35.0,7.0,59.0,58.0,1622129837.0,2021-05-27 15:37:17
52.0,18.0,58.0,23.0,42.0,6.0,56.0,55.0,1622140429.0,2021-05-27 18:33:49
51.0,19.0,59.0,23.0,25.0,12.0,67.0,62.0,1622195205.0,2021-05-28 09:46:45
53.0,18.0,61.0,24.0,32.0,8.8,64.0,63.0,1622205301.0,2021-05-28 12:35:01
57.0,19.0,61.0,31.0,41.0,6.0,61.0,60.0,1622216168.0,2021-05-28 15:36:08
56.0,19.0,64.0,34.0,41.0,7.0,57.0,56.0,1622226869.0,2021-05-28 18:34:29
58.0,19.0,64.0,29.0,42.0,7.0,60.0,59.0,1622237937.0,2021-05-28 21:38:57
58.0,19.0,63.0,29.0,43.0,6.0,59.0,58.0,1622248430.0,2021-05-29 00:33:50
62.0,20.0,62.0,25.0,34.0,10.0,65.0,64.0,1622261127.0,2021-05-29 04:05:27
55.0,18.0,60.0,20.0,26.0,11.0,68.0,67.0,1622270878.0,2021-05-29 06:47:58
58.0,18.0,61.0,24.0,23.0,11.0,68.0,68.0,1621503367.0,2021-05-20 09:36:07
58.0,20.0,63.0,25.0,23.0,12.0,70.0,70.0,1623047879.0,2021-06-07 06:37:59
55.0,19.0,63.0,25.0,23.0,12.0,70.0,70.0,1623058703.0,2021-06-07 09:38:23
55.0,19.0,61.0,24.0,38.0,6.0,66.0,65.0,1623069148.0,2021-06-07 12:32:28
59.0,20.0,64.0,35.0,40.0,6.0,62.0,61.0,1623080467.0,2021-06-07 15:41:07
57.0,19.0,66.0,38.0,39.0,7.0,59.0,58.0,1623091266.0,2021-06-07 18:41:06
58.0,19.0,66.0,38.0,42.0,7.0,63.0,62.0,1623102290.0,2021-06-07 21:44:50
58.0,19.0,68.0,34.0,45.0,6.0,58.0,57.0,1623112880.0,2021-06-08 00:41:20
60.0,20.0,67.0,27.0,35.0,10.0,64.0,63.0,1623125008.0,2021-06-08 04:03:28
54.0,20.0,65.0,26.0,36.0,11.0,68.0,67.0,1623134479.0,2021-06-08 06:41:19
53.0,19.0,63.0,23.0,34.0,10.0,68.0,67.0,1623144911.0,2021-06-08 09:35:11
57.0,19.0,64.0,37.0,40.0,7.0,59.0,58.0,1623609551.0,2021-06-13 18:39:11
58.0,20.0,66.0,34.0,42.0,7.0,57.0,56.0,1623620258.0,2021-06-13 21:37:38
60.0,20.0,66.0,31.0,48.0,5.0,59.0,58.0,1623630815.0,2021-06-14 00:33:35
59.0,20.0,66.0,27.0,37.0,10.0,67.0,66.0,1623643211.0,2021-06-14 04:00:11
53.0,19.0,64.0,19.0,23.0,11.0,71.0,70.0,1623652942.0,2021-06-14 06:42:22
53.0,19.0,64.0,32.0,41.0,7.0,57.0,56.0,1622313364.0,2021-05-29 18:36:04
55.0,19.0,63.0,34.0,41.0,7.0,61.0,56.0,1622324007.0,2021-05-29 21:33:27
60.0,19.0,64.0,25.0,38.0,8.0,63.0,62.0,1622334970.0,2021-05-30 00:36:10
60.0,20.0,64.0,22.0,34.0,10.0,64.0,63.0,1622346230.0,2021-05-30 03:43:50
61.0,20.0,61.0,25.0,27.0,11.0,68.0,67.0,1622356501.0,2021-05-30 06:35:01
56.0,20.0,63.0,19.0,27.0,11.0,69.0,68.0,1622367738.0,2021-05-30 09:42:18
56.0,18.0,56.0,22.0,32.0,9.0,65.0,64.0,1622378042.0,2021-05-30 12:34:02
57.0,20.0,59.0,28.0,34.0,7.0,65.0,64.0,1623935870.0,2021-06-17 13:17:50
54.0,19.0,63.0,31.0,46.0,6.0,58.0,57.0,1622422037.0,2021-05-31 00:47:17
59.0,19.0,63.0,23.0,25.0,11.0,69.0,64.0,1622442797.0,2021-05-31 06:33:17
62.0,20.0,63.0,18.0,25.0,11.0,69.0,64.0,1622453890.0,2021-05-31 09:38:10
55.0,19.0,56.0,18.0,31.0,9.0,65.0,64.0,1622464548.0,2021-05-31 12:35:48
55.0,19.0,56.0,25.0,39.0,6.0,62.0,61.0,1622475532.0,2021-05-31 15:38:52
55.0,19.0,61.0,29.0,41.0,7.0,60.0,59.0,1622486916.0,2021-05-31 18:48:36
54.0,19.0,64.0,38.0,23.0,11.0,72.0,71.0,1623999826.0,2021-06-18 07:03:46
60.0,19.0,63.0,36.0,46.0,6.0,58.0,57.0,1622509101.0,2021-06-01 00:58:21
60.0,20.0,66.0,22.0,24.0,12.0,69.0,68.0,1622529510.0,2021-06-01 06:38:30
58.0,19.0,61.0,21.0,32.0,9.0,65.0,64.0,1622551119.0,2021-06-01 12:38:39
56.0,19.0,59.0,29.0,40.0,7.0,61.0,61.0,1622561619.0,2021-06-01 15:33:39
55.0,18.0,58.0,34.0,40.0,7.0,57.0,57.0,1622572406.0,2021-06-01 18:33:26
54.0,19.0,63.0,36.0,40.0,8.0,62.0,61.0,1622583177.0,2021-06-01 21:32:57
51.0,19.0,64.0,28.0,46.0,6.0,58.0,58.0,1622594744.0,2021-06-02 00:45:44
60.0,20.0,66.0,28.0,37.0,9.0,65.0,64.0,1622606054.0,2021-06-02 03:54:14
59.0,20.0,65.0,23.0,23.0,12.0,70.0,69.0,1622615867.0,2021-06-02 06:37:47
61.0,20.0,63.0,23.0,22.0,11.0,70.0,69.0,1622626797.0,2021-06-02 09:39:57
59.0,19.0,61.0,20.0,30.0,9.0,66.0,65.0,1622638882.0,2021-06-02 13:01:22
52.0,19.0,57.0,26.0,39.0,7.0,61.0,60.0,1622648305.0,2021-06-02 15:38:25
54.0,18.0,56.0,32.0,41.0,7.0,59.0,58.0,1622660193.0,2021-06-02 18:56:33
55.0,19.0,61.0,33.0,41.0,7.0,56.0,55.0,1622671146.0,2021-06-02 21:59:06
57.0,19.0,62.0,34.0,47.0,7.0,58.0,57.0,1622680681.0,2021-06-03 00:38:01
58.0,20.0,64.0,30.0,33.0,12.0,66.0,66.0,1622691483.0,2021-06-03 03:38:03
58.0,20.0,65.0,28.0,20.0,12.0,70.0,70.0,1622702707.0,2021-06-03 06:45:07
60.0,20.0,65.0,25.0,21.0,13.0,70.0,70.0,1622713005.0,2021-06-03 09:36:45
54.0,20.0,64.0,25.0,31.0,9.0,66.0,65.0,1622724448.0,2021-06-03 12:47:28
54.0,20.0,58.0,28.0,38.0,7.0,62.0,61.0,1622734894.0,2021-06-03 15:41:34
56.0,18.0,58.0,31.0,39.0,7.0,59.0,59.0,1622745666.0,2021-06-03 18:41:06
54.0,18.0,61.0,34.0,42.0,7.0,62.0,62.0,1622756312.0,2021-06-03 21:38:32
51.0,19.0,63.0,30.0,46.0,6.0,59.0,58.0,1622768039.0,2021-06-04 00:53:59
57.0,19.0,66.0,33.0,34.0,11.0,67.0,66.0,1622778779.0,2021-06-04 03:52:59
56.0,20.0,66.0,23.0,22.0,12.0,71.0,70.0,1622789876.0,2021-06-04 06:57:56
57.0,20.0,67.0,21.0,21.0,12.0,70.0,70.0,1622799660.0,2021-06-04 09:41:00
56.0,19.0,65.0,24.0,31.0,9.0,67.0,66.0,1622810005.0,2021-06-04 12:33:25
57.0,19.0,61.0,31.0,39.0,7.0,62.0,61.0,1622821245.0,2021-06-04 15:40:45
58.0,18.0,58.0,31.0,39.0,7.0,60.0,59.0,1622831654.0,2021-06-04 18:34:14
54.0,19.0,63.0,37.0,39.0,7.0,56.0,55.0,1622842711.0,2021-06-04 21:38:31
54.0,19.0,63.0,37.0,45.0,7.0,58.0,57.0,1622853206.0,2021-06-05 00:33:26
54.0,19.0,67.0,32.0,35.0,11.0,67.0,61.0,1622864198.0,2021-06-05 03:36:38
54.0,19.0,67.0,23.0,19.0,12.0,72.0,66.0,1622875185.0,2021-06-05 06:39:45
60.0,20.0,66.0,22.0,19.0,12.0,71.0,71.0,1622885953.0,2021-06-05 09:39:13
55.0,19.0,62.0,23.0,27.0,10.0,68.0,67.0,1622896883.0,2021-06-05 12:41:23
56.0,19.0,58.0,27.0,27.0,9.0,65.0,64.0,1622907787.0,2021-06-05 15:43:07
57.0,19.0,58.0,27.0,39.0,7.0,62.0,61.0,1622918806.0,2021-06-05 18:46:46
53.0,19.0,63.0,32.0,39.0,8.0,59.0,58.0,1622929307.0,2021-06-05 21:41:47
55.0,19.0,63.0,38.0,46.0,6.0,61.0,60.0,1622940271.0,2021-06-06 00:44:31
55.0,19.0,65.0,27.0,34.0,10.0,68.0,67.0,1622952604.0,2021-06-06 04:10:04
55.0,19.0,68.0,24.0,20.0,12.0,72.0,71.0,1622961304.0,2021-06-06 06:35:04
58.0,20.0,65.0,23.0,20.0,12.0,72.0,71.0,1622972682.0,2021-06-06 09:44:42
55.0,19.0,64.0,24.0,32.0,9.0,67.0,63.0,1622983044.0,2021-06-06 12:37:24
57.0,19.0,61.0,31.0,40.0,7.0,62.0,61.0,1623189603.0,2021-06-08 22:00:03
59.0,20.0,68.0,38.0,48.0,9.0,64.0,63.0,1623209839.0,2021-06-09 03:37:19
59.0,20.0,68.0,31.0,35.0,11.0,69.0,68.0,1623220439.0,2021-06-09 06:33:59
64.0,20.0,67.0,26.0,26.0,11.0,69.0,68.0,1623231224.0,2021-06-09 09:33:44
60.0,20.0,64.0,21.0,25.0,8.7,65.0,64.0,1623242149.0,2021-06-09 12:35:49
55.0,19.0,61.0,22.0,34.0,6.0,61.0,60.0,1623253076.0,2021-06-09 15:37:56
55.0,19.0,62.0,26.0,42.0,7.0,58.0,57.0,1623263750.0,2021-06-09 18:35:50
54.0,19.0,64.0,32.0,41.0,7.0,54.0,50.0,1623274534.0,2021-06-09 21:35:34
54.0,20.0,64.0,35.0,39.0,6.0,56.0,55.0,1623285486.0,2021-06-10 00:38:06
62.0,20.0,67.0,37.0,58.0,11.0,63.0,63.0,1623296357.0,2021-06-10 03:39:17
62.0,20.0,67.0,27.0,31.0,11.0,68.0,67.0,1623307276.0,2021-06-10 06:41:16
63.0,20.0,65.0,27.0,27.0,11.0,68.0,67.0,1623317942.0,2021-06-10 09:39:02
57.0,20.0,65.0,22.0,26.0,9.0,64.0,63.0,1623329491.0,2021-06-10 12:51:31
54.0,20.0,60.0,28.0,35.0,7.0,61.0,60.0,1623339297.0,2021-06-10 15:34:57
52.0,19.0,63.0,31.0,42.0,7.0,57.0,56.0,1623350135.0,2021-06-10 18:35:35
56.0,19.0,64.0,32.0,40.0,6.0,56.0,55.0,1623361337.0,2021-06-10 21:42:17
56.0,20.0,65.0,35.0,43.0,5.0,57.0,56.0,1623371629.0,2021-06-11 00:33:49
59.0,20.0,66.0,37.0,46.0,5.0,65.0,64.0,1623383149.0,2021-06-11 03:45:49
60.0,20.0,67.0,30.0,46.0,5.0,70.0,69.0,1623393379.0,2021-06-11 06:36:19
61.0,20.0,65.0,30.0,46.0,11.0,69.0,69.0,1623404051.0,2021-06-11 09:34:11
61.0,20.0,65.0,30.0,26.0,8.0,65.0,64.0,1623416345.0,2021-06-11 12:59:05
61.0,20.0,65.0,23.0,34.0,6.0,61.0,60.0,1623426304.0,2021-06-11 15:45:04
55.0,20.0,62.0,25.0,41.0,6.0,58.0,57.0,1623436598.0,2021-06-11 18:36:38
54.0,19.0,62.0,32.0,42.0,6.0,62.0,19.0,1623447808.0,2021-06-11 21:43:28
58.0,19.0,64.0,38.0,42.0,8.0,64.0,63.0,1623458992.0,2021-06-12 00:49:52
58.0,19.0,67.0,38.0,36.0,10.0,67.0,66.0,1623469362.0,2021-06-12 03:42:42
58.0,19.0,67.0,25.0,36.0,11.0,71.0,70.0,1623479930.0,2021-06-12 06:38:50
58.0,21.0,63.0,23.0,25.0,12.0,70.0,69.0,1623490973.0,2021-06-12 09:42:53
57.0,20.0,63.0,18.0,24.0,9.0,66.0,65.0,1623501715.0,2021-06-12 12:41:55
55.0,19.0,59.0,23.0,32.0,7.0,66.0,60.0,1623512034.0,2021-06-12 15:33:54
58.0,18.0,60.0,28.0,39.0,7.0,59.0,58.0,1623525236.0,2021-06-12 19:13:56
55.0,19.0,62.0,30.0,41.0,7.0,57.0,56.0,1623534308.0,2021-06-12 21:45:08
56.0,19.0,66.0,34.0,41.0,6.0,58.0,57.0,1623717644.0,2021-06-15 00:40:44
58.0,20.0,67.0,31.0,47.0,9.0,65.0,65.0,1623728151.0,2021-06-15 03:35:51
60.0,20.0,65.0,31.0,47.0,9.0,70.0,69.0,1623739328.0,2021-06-15 06:42:08
63.0,20.0,63.0,21.0,30.0,10.0,69.0,69.0,1623750488.0,2021-06-15 09:48:08
58.0,20.0,59.0,22.0,26.0,8.0,65.0,64.0,1623762182.0,2021-06-15 13:03:02
62.0,19.0,64.0,30.0,34.0,8.0,61.0,60.0,1623772324.0,2021-06-15 15:52:04
58.0,19.0,66.0,30.0,41.0,7.0,60.0,59.0,1623782958.0,2021-06-15 18:49:18
58.0,19.0,67.0,41.0,42.0,7.0,57.0,56.0,1623793204.0,2021-06-15 21:40:04
57.0,19.0,68.0,38.0,42.0,6.0,59.0,58.0,1623804359.0,2021-06-16 00:45:59
57.0,20.0,68.0,27.0,47.0,11.0,66.0,66.0,1623815129.0,2021-06-16 03:45:29
57.0,20.0,64.0,26.0,34.0,11.5,71.0,70.0,1623825749.0,2021-06-16 06:42:29
61.0,20.0,65.0,23.0,24.0,12.0,69.0,68.0,1623836053.0,2021-06-16 09:34:13
55.0,19.0,61.0,26.0,23.0,8.0,65.0,64.0,1623846806.0,2021-06-16 12:33:26
56.0,19.0,62.0,33.0,37.0,7.0,61.0,60.0,1623860559.0,2021-06-16 16:22:39
53.0,19.0,65.0,31.0,41.0,7.0,59.0,58.0,1623871194.0,2021-06-16 19:19:54
52.0,19.0,64.0,36.0,41.0,6.0,57.0,56.0,1623881451.0,2021-06-16 22:10:51
63.0,20.0,61.0,21.0,25.0,12.0,71.0,71.0,1624087568.0,2021-06-19 07:26:08
53.0,19.0,58.0,22.0,21.0,10.0,69.0,68.0,1624181682.0,2021-06-20 09:34:42
55.0,18.0,61.0,24.0,30.0,8.0,66.0,65.0,1624193552.0,2021-06-20 12:52:32
54.0,19.0,64.0,30.0,38.0,6.0,63.0,62.0,1624203280.0,2021-06-20 15:34:40
55.0,19.0,62.0,33.0,38.0,6.0,63.0,62.0,1624215401.0,2021-06-20 18:56:41
29.0,19.0,62.0,33.0,37.0,6.0,59.0,59.0,1624215401.0,2021-06-20 18:56:41
29.0,19.0,65.0,35.0,37.0,6.0,57.0,56.0,1624225706.0,2021-06-20 21:48:26
58.0,19.0,65.0,35.0,42.0,6.0,58.0,54.0,1624235659.0,2021-06-21 00:34:19
58.0,19.0,63.0,29.0,35.0,9.0,67.0,66.0,1624246551.0,2021-06-21 03:35:51
62.0,20.0,61.0,21.0,21.0,10.0,70.0,65.0,1624258762.0,2021-06-21 06:59:22
58.0,19.0,57.0,20.0,20.0,10.0,70.0,69.0,1624269158.0,2021-06-21 09:52:38
55.0,18.0,60.0,20.0,29.0,8.0,66.0,65.0,1624278841.0,2021-06-21 12:34:01
56.0,19.0,65.0,33.0,36.0,5.9,62.0,61.0,1624290312.0,2021-06-21 15:45:12
53.0,19.0,62.0,34.0,37.0,6.0,59.0,58.0,1624303352.0,2021-06-21 19:22:32
58.0,19.0,64.0,38.0,38.0,6.0,58.0,57.0,1624311450.0,2021-06-21 21:37:30
58.0,20.0,65.0,35.0,35.0,7.0,66.0,65.0,1624322343.0,2021-06-22 00:39:03
56.0,19.0,59.0,19.0,21.0,10.0,70.0,69.0,1624527781.0,2021-06-24 09:43:01
57.0,19.0,61.0,23.0,32.0,7.0,65.0,65.0,1624537973.0,2021-06-24 12:32:53
58.0,20.0,64.0,32.0,36.0,6.0,61.0,60.0,1624548824.0,2021-06-24 15:33:44
57.0,19.0,63.0,34.0,36.0,6.0,59.0,58.0,1624561638.0,2021-06-24 19:07:18
57.0,19.0,64.0,34.0,36.0,6.0,56.0,55.0,1624570441.0,2021-06-24 21:34:01
59.0,19.0,64.0,34.0,42.0,5.0,58.0,57.0,1624581293.0,2021-06-25 00:34:53
59.0,20.0,66.0,32.0,33.0,9.0,67.0,66.0,1624592908.0,2021-06-25 03:48:28
64.0,19.0,64.0,26.0,101.0,14.0,74.0,69.0,1624603036.0,2021-06-25 06:37:16
60.0,19.0,60.0,22.0,24.0,6.0,65.0,64.0,1624798209.0,2021-06-27 12:50:09
58.0,19.0,63.0,27.0,36.0,6.0,61.0,60.0,1624808600.0,2021-06-27 15:43:20
56.0,19.0,63.0,30.0,36.0,5.0,59.0,58.0,1624818965.0,2021-06-27 18:36:05
56.0,19.0,63.0,30.0,37.0,5.0,59.0,58.0,1624830011.0,2021-06-27 21:40:11
56.0,19.0,64.0,35.0,37.0,5.0,58.0,57.0,1624841942.0,2021-06-28 00:59:02
60.0,19.0,65.0,37.0,41.0,9.0,66.0,65.0,1624851948.0,2021-06-28 03:45:48
58.0,18.0,62.0,28.0,34.0,6.0,58.0,55.0,1624386961.0,2021-06-22 18:36:01
54.0,19.0,67.0,37.0,35.0,6.0,57.0,56.0,1624398136.0,2021-06-22 21:42:16
56.0,19.0,64.0,36.0,35.0,5.0,59.0,59.0,1624408556.0,2021-06-23 00:35:56
61.0,19.0,66.0,36.0,36.0,5.0,67.0,66.0,1624421175.0,2021-06-23 04:06:15
60.0,20.0,63.0,30.0,43.0,11.0,70.0,69.0,1624430021.0,2021-06-23 06:33:41
63.0,20.0,60.0,26.0,20.0,6.0,59.0,56.0,1625078026.0,2021-06-30 18:33:46
61.0,19.0,66.0,25.0,32.0,10.0,71.0,70.0,1625122575.0,2021-07-01 06:56:15
60.0,20.0,66.0,21.0,20.0,10.0,71.0,70.0,1625132710.0,2021-07-01 09:45:10
56.0,20.0,59.0,21.0,20.0,8.0,68.0,67.0,1625143740.0,2021-07-01 12:49:00
59.0,19.0,59.0,32.0,29.0,7.0,63.0,63.0,1625154437.0,2021-07-01 15:47:17
59.0,19.0,65.0,35.0,35.0,6.0,60.0,59.0,1625165340.0,2021-07-01 18:49:00
55.0,19.0,63.0,38.0,38.0,6.0,58.0,60.0,1624669063.0,2021-06-26 00:57:43
60.0,20.0,66.0,28.0,42.0,5.0,61.0,67.0,1624679264.0,2021-06-26 03:47:44
60.0,20.0,64.0,25.0,32.0,9.0,68.0,69.0,1624689793.0,2021-06-26 06:43:13
58.0,20.0,64.0,25.0,21.0,10.0,70.0,68.0,1624700719.0,2021-06-26 09:45:19
58.0,20.0,60.0,29.0,21.0,10.0,69.0,64.0,1624711039.0,2021-06-26 12:37:19
55.0,19.0,64.0,37.0,37.0,6.0,61.0,66.0,1624872982.0,2021-06-28 09:36:22
58.0,19.0,62.0,29.0,37.0,6.0,64.0,58.0,1624917385.0,2021-06-28 21:56:25
57.0,19.0,62.0,29.0,37.0,6.0,61.0,55.0,1624926989.0,2021-06-29 00:36:29
61.0,19.0,62.0,21.0,22.0,10.0,66.0,68.0,1624960339.0,2021-06-29 09:52:19
57.0,19.0,59.0,24.0,22.0,10.0,70.0,64.0,1624970042.0,2021-06-29 12:34:02
60.0,19.0,61.0,27.0,37.0,6.0,69.0,61.0,1624981523.0,2021-06-29 15:45:23
61.0,19.0,61.0,36.0,33.0,6.7,64.0,58.0,1624991540.0,2021-06-29 18:32:20
55.0,19.0,65.0,33.0,34.0,6.0,61.0,58.0,1625003008.0,2021-06-29 21:43:28
60.0,20.0,64.0,33.0,34.0,6.0,58.0,58.0,1625013354.0,2021-06-30 00:35:54
60.0,20.0,64.0,30.0,40.0,5.0,58.0,64.0,1625025393.0,2021-06-30 03:56:33
57.0,19.0,63.0,21.0,19.0,10.0,71.0,71.0,1625218673.0,2021-07-02 09:37:53
59.0,19.0,60.0,27.0,29.0,8.0,72.0,68.0,1625229602.0,2021-07-02 12:40:02
60.0,18.0,57.0,35.0,35.0,7.0,69.0,64.0,1625241544.0,2021-07-02 15:59:04
59.0,19.0,63.0,35.0,35.0,6.0,65.0,63.0,1625253104.0,2021-07-02 19:11:44
59.0,19.0,65.0,38.0,35.0,6.0,64.0,60.0,1625262486.0,2021-07-02 21:48:06
59.0,19.0,63.0,32.0,40.0,6.0,61.0,60.0,1625273215.0,2021-07-03 00:46:55
55.0,19.0,64.0,27.0,29.0,10.0,61.0,68.0,1625283889.0,2021-07-03 03:44:49
58.0,19.0,64.0,32.0,39.0,6.0,58.0,61.0,1624484140.0,2021-06-23 21:35:40
55.0,19.0,66.0,41.0,35.0,6.0,60.0,57.0,1625348028.0,2021-07-03 21:33:48
58.0,19.0,66.0,31.0,38.0,5.0,57.0,58.0,1625358982.0,2021-07-04 00:36:22
60.0,20.0,64.0,20.0,32.0,7.5,59.0,66.0,1625369757.0,2021-07-04 03:35:57
62.0,19.0,59.0,23.0,21.0,10.0,67.0,70.0,1625381056.0,2021-07-04 06:44:16
62.0,19.0,61.0,22.0,21.0,9.0,71.0,69.0,1625391917.0,2021-07-04 09:45:17
60.0,19.0,61.0,27.0,34.0,6.0,70.0,64.0,1625402185.0,2021-07-04 12:36:25
58.0,19.0,61.0,30.0,36.0,6.0,65.0,61.0,1625413005.0,2021-07-04 15:36:45
55.0,19.0,62.0,27.0,21.0,10.0,70.0,69.0,1625909682.0,2021-07-10 09:34:42
56.0,19.0,62.0,29.0,34.0,6.0,67.0,66.0,1625920729.0,2021-07-10 12:38:49
55.0,20.0,63.0,35.0,36.0,6.0,63.0,62.0,1625931537.0,2021-07-10 15:38:57
58.0,19.0,66.0,38.0,34.0,6.0,60.0,59.0,1625943461.0,2021-07-10 18:57:41
59.0,19.0,67.0,38.0,34.0,6.0,58.0,57.0,1625953831.0,2021-07-10 21:50:31
60.0,19.0,65.0,26.0,32.0,8.0,64.0,63.0,1626515119.0,2021-07-17 09:45:19
61.0,19.0,67.0,32.0,36.0,7.0,64.0,63.0,1626526433.0,2021-07-17 12:53:53
60.0,19.0,67.0,32.0,38.0,7.0,62.0,61.0,1626536698.0,2021-07-17 15:44:58
59.0,18.0,66.0,34.0,37.0,6.0,61.0,60.0,1626547317.0,2021-07-17 18:41:57
59.0,18.0,66.0,32.0,37.0,6.0,60.0,59.0,1626557599.0,2021-07-17 21:33:19
62.0,20.0,64.0,28.0,41.0,6.0,59.0,58.0,1625445495.0,2021-07-05 00:38:15
63.0,20.0,64.0,28.0,34.0,9.0,69.0,68.0,1625466895.0,2021-07-05 06:34:55
63.0,20.0,60.0,23.0,24.0,6.0,69.0,68.0,1625477624.0,2021-07-05 09:33:44
55.0,19.0,61.0,28.0,36.0,6.0,64.0,64.0,1625488772.0,2021-07-05 12:39:32
60.0,19.0,67.0,32.0,36.0,6.0,61.0,60.0,1625500097.0,2021-07-05 15:48:17
60.0,19.0,62.0,31.0,36.0,6.0,59.0,58.0,1625510869.0,2021-07-05 18:47:49
58.0,19.0,67.0,35.0,36.0,5.0,57.0,56.0,1625521515.0,2021-07-05 21:45:15
61.0,19.0,64.0,33.0,41.0,8.0,59.0,58.0,1625531741.0,2021-07-06 00:35:41
61.0,20.0,64.0,28.0,32.0,9.0,66.0,65.0,1625543693.0,2021-07-06 03:54:53
62.0,20.0,59.0,20.0,24.0,8.6,70.0,69.0,1625553266.0,2021-07-06 06:34:26
62.0,19.0,59.0,20.0,23.0,7.0,69.0,68.0,1625564312.0,2021-07-06 09:38:32
62.0,20.0,65.0,31.0,30.0,6.0,66.0,65.0,1625574828.0,2021-07-06 12:33:48
62.0,18.0,56.0,18.0,26.0,6.0,65.0,65.0,1626861423.0,2021-07-21 09:57:03
62.0,17.0,58.0,17.0,31.0,5.0,59.0,58.0,1626870950.0,2021-07-21 12:35:50
62.0,17.0,60.0,22.0,32.0,6.0,59.0,58.0,1626883366.0,2021-07-21 16:02:46
66.0,17.0,58.0,20.0,35.0,7.0,58.0,57.0,1626892951.0,2021-07-21 18:42:31
65.0,17.0,58.0,15.0,34.0,6.5,63.0,62.0,1626903779.0,2021-07-21 21:42:59
65.0,18.0,56.0,14.0,35.0,8.0,63.0,62.0,1626915073.0,2021-07-22 00:51:13
63.0,17.0,53.0,16.0,28.0,8.0,68.0,67.0,1626924800.0,2021-07-22 03:33:20
63.0,17.0,50.0,20.0,28.0,8.0,68.0,67.0,1626935604.0,2021-07-22 06:33:24
60.0,17.0,53.0,18.0,26.0,6.0,67.0,66.0,1626946860.0,2021-07-22 09:41:00
60.0,19.0,66.0,36.0,39.0,8.0,58.0,57.0,1625618002.0,2021-07-07 00:33:22
61.0,19.0,61.0,20.0,21.0,9.0,70.0,65.0,1625640110.0,2021-07-07 06:41:50
60.0,19.0,61.0,23.0,21.0,7.0,70.0,69.0,1625650377.0,2021-07-07 09:32:57
58.0,19.0,57.0,22.0,32.0,6.0,66.0,65.0,1625661272.0,2021-07-07 12:34:32
61.0,19.0,63.0,30.0,36.0,6.0,62.0,61.0,1625672960.0,2021-07-07 15:49:20
60.0,19.0,66.0,35.0,35.0,6.0,60.0,59.0,1625683328.0,2021-07-07 18:42:08
56.0,19.0,65.0,36.0,34.0,7.0,56.0,56.0,1625694153.0,2021-07-07 21:42:33
60.0,20.0,67.0,38.0,36.0,10.0,64.0,64.0,1625704926.0,2021-07-08 00:42:06
62.0,20.0,62.0,24.0,20.0,10.0,71.0,70.0,1625717563.0,2021-07-08 04:12:43
63.0,20.0,60.0,22.0,22.0,9.0,70.0,69.0,1625726485.0,2021-07-08 06:41:25
63.0,20.0,58.0,26.0,22.0,8.0,69.0,68.0,1625737191.0,2021-07-08 09:39:51
58.0,19.0,59.0,21.0,29.0,6.0,66.0,62.0,1625748170.0,2021-07-08 12:42:50
62.0,20.0,64.0,27.0,36.0,6.0,62.0,58.0,1625758402.0,2021-07-08 15:33:22
