Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
89.0,32.0,64.0,41.0,28.0,41.0,63.0,64.0,1687710722.0,2023-06-25 16:32:02
84.0,32.0,67.0,41.0,36.0,37.0,62.0,63.0,1687744172.0,2023-06-26 01:49:32
85.0,30.0,65.0,41.0,40.0,45.0,62.0,63.0,1688499586.0,2023-07-04 19:39:46
85.0,30.0,65.0,44.0,43.0,44.0,62.0,63.0,1688510447.0,2023-07-04 22:40:47
86.0,32.0,64.0,49.0,42.0,40.0,62.0,63.0,1688520867.0,2023-07-05 01:34:27
86.0,32.0,67.0,48.0,45.0,41.0,69.0,70.0,1688531606.0,2023-07-05 04:33:26
79.0,32.0,75.0,43.0,39.0,38.0,72.0,73.0,1688542898.0,2023-07-05 07:41:38
80.0,31.0,71.0,46.0,34.0,37.0,70.0,70.0,1688553402.0,2023-07-05 10:36:42
81.0,33.0,70.0,41.0,32.0,35.0,63.0,64.0,1688576008.0,2023-07-05 16:53:28
82.0,31.0,67.0,40.0,29.0,31.0,63.0,64.0,1689115985.0,2023-07-11 22:53:05
85.0,31.0,67.0,45.0,38.0,43.0,63.0,64.0,1689115985.0,2023-07-11 22:53:05
83.0,32.0,65.0,40.0,29.0,31.0,63.0,64.0,1689126235.0,2023-07-12 01:43:55
85.0,31.0,70.0,45.0,38.0,43.0,63.0,63.0,1689137960.0,2023-07-12 04:59:20
83.0,32.0,65.0,45.0,42.0,43.0,63.0,68.0,1689147212.0,2023-07-12 07:33:32
83.0,30.0,63.0,43.0,39.0,39.0,70.0,71.0,1688618058.0,2023-07-06 04:34:18
82.0,31.0,68.0,42.0,39.0,39.0,71.0,72.0,1688629599.0,2023-07-06 07:46:39
82.0,30.0,68.0,42.0,35.0,36.0,69.0,70.0,1688639827.0,2023-07-06 10:37:07
82.0,30.0,66.0,41.0,40.0,39.0,63.0,64.0,1688651245.0,2023-07-06 13:47:25
85.0,31.0,66.0,42.0,40.0,39.0,62.0,63.0,1688662685.0,2023-07-06 16:58:05
86.0,32.0,67.0,46.0,33.0,39.0,62.0,63.0,1687128488.0,2023-06-18 22:48:08
85.0,32.0,67.0,43.0,38.0,38.0,66.0,66.0,1687927226.0,2023-06-28 04:40:26
88.0,32.0,65.0,44.0,38.0,39.0,68.0,69.0,1687938545.0,2023-06-28 07:49:05
86.0,32.0,65.0,44.0,37.0,36.0,66.0,67.0,1687950115.0,2023-06-28 11:01:55
88.0,32.0,66.0,42.0,41.0,39.0,63.0,64.0,1687959565.0,2023-06-28 13:39:25
90.0,31.0,64.0,41.0,41.0,39.0,62.0,63.0,1687970039.0,2023-06-28 16:33:59
89.0,31.0,62.0,41.0,41.0,39.0,62.0,63.0,1687980761.0,2023-06-28 19:32:41
89.0,31.0,62.0,41.0,43.0,47.0,62.0,63.0,1687991889.0,2023-06-28 22:38:09
80.0,31.0,69.0,45.0,40.0,39.0,68.0,69.0,1688725926.0,2023-07-07 10:32:06
80.0,31.0,69.0,43.0,22.0,26.0,64.0,65.0,1688737283.0,2023-07-07 13:41:23
84.0,31.0,68.0,43.0,23.0,27.0,62.0,63.0,1688748463.0,2023-07-07 16:47:43
86.0,31.0,64.0,46.0,30.0,28.0,63.0,64.0,1688758794.0,2023-07-07 19:39:54
81.0,30.0,66.0,47.0,34.0,36.0,62.0,63.0,1688769651.0,2023-07-07 22:40:51
82.0,29.0,69.0,47.0,33.0,33.0,63.0,63.0,1688781739.0,2023-07-08 02:02:19
80.0,30.0,64.0,46.0,26.0,28.0,68.0,69.0,1688791619.0,2023-07-08 04:46:59
80.0,30.0,68.0,48.0,36.0,35.0,71.0,72.0,1688801683.0,2023-07-08 07:34:43
79.0,30.0,72.0,41.0,38.0,37.0,68.0,69.0,1688813906.0,2023-07-08 10:58:26
83.0,31.0,67.0,42.0,38.0,37.0,63.0,64.0,1688823484.0,2023-07-08 13:38:04
83.0,31.0,67.0,42.0,40.0,39.0,63.0,64.0,1688834299.0,2023-07-08 16:38:19
84.0,30.0,67.0,40.0,37.0,39.0,62.0,63.0,1688845711.0,2023-07-08 19:48:31
82.0,31.0,65.0,45.0,37.0,39.0,62.0,63.0,1688856186.0,2023-07-08 22:43:06
82.0,31.0,68.0,45.0,43.0,44.0,63.0,63.0,1688866305.0,2023-07-09 01:31:45
79.0,29.0,68.0,47.0,43.0,43.0,66.0,67.0,1688877640.0,2023-07-09 04:40:40
77.0,30.0,67.0,47.0,44.0,41.0,70.0,71.0,1688888030.0,2023-07-09 07:33:50
87.0,33.0,68.0,43.0,38.0,38.0,66.0,67.0,1687775729.0,2023-06-26 10:35:29
88.0,34.0,67.0,44.0,38.0,32.0,62.0,63.0,1687786418.0,2023-06-26 13:33:38
88.0,34.0,69.0,44.0,31.0,37.0,62.0,63.0,1687797409.0,2023-06-26 16:36:49
93.0,32.0,69.0,44.0,38.0,37.0,62.0,63.0,1687808495.0,2023-06-26 19:41:35
88.0,34.0,65.0,44.0,32.0,48.0,62.0,63.0,1687819156.0,2023-06-26 22:39:16
86.0,32.0,67.0,46.0,43.0,42.0,62.0,63.0,1687829549.0,2023-06-27 01:32:29
87.0,32.0,69.0,48.0,40.0,48.0,68.0,69.0,1687851160.0,2023-06-27 07:32:40
85.0,30.0,66.0,46.0,28.0,27.0,62.0,63.0,1688046381.0,2023-06-29 13:46:21
86.0,31.0,66.0,46.0,28.0,28.0,62.0,63.0,1688056572.0,2023-06-29 16:36:12
85.0,30.0,65.0,43.0,28.0,26.0,62.0,63.0,1688068133.0,2023-06-29 19:48:53
86.0,31.0,66.0,46.0,28.0,32.0,62.0,63.0,1688078475.0,2023-06-29 22:41:15
86.0,31.0,65.0,43.0,24.0,67.0,62.0,63.0,1688056572.0,2023-06-29 16:36:12
89.0,31.0,63.0,41.0,30.0,47.0,62.0,63.0,1688068133.0,2023-06-29 19:48:53
86.0,30.0,64.0,44.0,40.0,48.0,62.0,63.0,1688078475.0,2023-06-29 22:41:15
82.0,29.0,66.0,49.0,41.0,44.0,62.0,63.0,1688089739.0,2023-06-30 01:48:59
80.0,29.0,65.0,52.0,41.0,46.0,66.0,67.0,1688100587.0,2023-06-30 04:49:47
83.0,30.0,65.0,50.0,46.0,37.0,68.0,69.0,1688110540.0,2023-06-30 07:35:40
84.0,31.0,67.0,43.0,47.0,37.0,67.0,68.0,1688121144.0,2023-06-30 10:32:24
86.0,32.0,66.0,43.0,37.0,39.0,62.0,63.0,1688143199.0,2023-06-30 16:39:59
82.0,33.0,71.0,47.0,21.0,21.0,69.0,70.0,1688975454.0,2023-07-10 07:50:54
82.0,32.0,70.0,46.0,19.0,23.0,62.0,64.0,1689438937.0,2023-07-15 16:35:37
89.0,32.0,69.0,40.0,24.0,47.0,62.0,63.0,1689450410.0,2023-07-15 19:46:50
84.0,30.0,71.0,40.0,39.0,48.0,62.0,63.0,1689460799.0,2023-07-15 22:39:59
81.0,31.0,68.0,43.0,43.0,40.0,62.0,63.0,1689471527.0,2023-07-16 01:38:47
80.0,31.0,72.0,47.0,40.0,39.0,68.0,69.0,1689481968.0,2023-07-16 04:32:48
82.0,32.0,70.0,42.0,41.0,36.0,71.0,72.0,1689492990.0,2023-07-16 07:36:30
80.0,30.0,68.0,48.0,45.0,46.0,62.0,63.0,1689536467.0,2023-07-16 19:41:07
84.0,31.0,67.0,51.0,45.0,43.0,65.0,66.0,1688186048.0,2023-07-01 04:34:08
85.0,31.0,65.0,40.0,43.0,41.0,67.0,68.0,1688196806.0,2023-07-01 07:33:26
85.0,32.0,66.0,42.0,43.0,39.0,67.0,67.0,1688208814.0,2023-07-01 10:53:34
89.0,32.0,65.0,46.0,39.0,39.0,63.0,64.0,1688218544.0,2023-07-01 13:35:44
88.0,32.0,65.0,44.0,40.0,42.0,63.0,63.0,1688230948.0,2023-07-01 17:02:28
88.0,32.0,62.0,43.0,40.0,39.0,62.0,63.0,1688240301.0,2023-07-01 19:38:21
83.0,30.0,66.0,48.0,38.0,38.0,62.0,63.0,1688250740.0,2023-07-01 22:32:20
83.0,29.0,63.0,47.0,35.0,30.0,62.0,63.0,1688261714.0,2023-07-02 01:35:14
85.0,32.0,63.0,47.0,30.0,34.0,66.0,67.0,1688273193.0,2023-07-02 04:46:33
84.0,31.0,63.0,41.0,33.0,35.0,68.0,69.0,1688284343.0,2023-07-02 07:52:23
90.0,30.0,63.0,44.0,41.0,40.0,62.0,63.0,1688359618.0,2023-07-03 04:46:58
82.0,32.0,72.0,45.0,46.0,38.0,65.0,66.0,1689168796.0,2023-07-12 13:33:16
80.0,32.0,71.0,44.0,39.0,42.0,63.0,64.0,1689179549.0,2023-07-12 16:32:29
84.0,32.0,68.0,41.0,42.0,42.0,63.0,64.0,1689190628.0,2023-07-12 19:37:08
84.0,31.0,68.0,41.0,42.0,48.0,63.0,64.0,1689201691.0,2023-07-12 22:41:31
80.0,31.0,67.0,43.0,41.0,48.0,62.0,63.0,1689211930.0,2023-07-13 01:32:10
80.0,31.0,67.0,43.0,41.0,41.0,69.0,70.0,1689223078.0,2023-07-13 04:37:58
83.0,33.0,71.0,47.0,42.0,39.0,72.0,73.0,1689234212.0,2023-07-13 07:43:32
81.0,31.0,68.0,46.0,45.0,45.0,69.0,70.0,1688369747.0,2023-07-03 07:35:47
81.0,31.0,68.0,46.0,45.0,42.0,68.0,69.0,1688382196.0,2023-07-03 11:03:16
85.0,33.0,67.0,39.0,34.0,35.0,62.0,64.0,1689276906.0,2023-07-13 19:35:06
83.0,33.0,66.0,38.0,33.0,35.0,62.0,64.0,1689287821.0,2023-07-13 22:37:01
83.0,33.0,66.0,38.0,33.0,35.0,67.0,68.0,1689287821.0,2023-07-13 22:37:01
86.0,30.0,66.0,43.0,30.0,33.0,68.0,69.0,1689298964.0,2023-07-14 01:42:44
81.0,33.0,69.0,43.0,30.0,33.0,68.0,69.0,1689309283.0,2023-07-14 04:34:43
86.0,30.0,66.0,43.0,30.0,33.0,70.0,71.0,1689321205.0,2023-07-14 07:53:25
81.0,30.0,69.0,43.0,30.0,33.0,72.0,73.0,1689332816.0,2023-07-14 11:06:56
83.0,32.0,69.0,48.0,35.0,35.0,70.0,71.0,1689309283.0,2023-07-14 04:34:43
82.0,32.0,72.0,44.0,33.0,35.0,72.0,73.0,1689321205.0,2023-07-14 07:53:25
82.0,31.0,72.0,44.0,33.0,35.0,69.0,70.0,1689332816.0,2023-07-14 11:06:56
81.0,31.0,72.0,47.0,38.0,37.0,64.0,65.0,1689342138.0,2023-07-14 13:42:18
81.0,32.0,72.0,47.0,38.0,37.0,64.0,65.0,1689352510.0,2023-07-14 16:35:10
82.0,32.0,73.0,44.0,41.0,38.0,65.0,66.0,1689870703.0,2023-07-20 16:31:43
79.0,32.0,72.0,43.0,39.0,37.0,63.0,64.0,1689883584.0,2023-07-20 20:06:24
82.0,31.0,72.0,43.0,39.0,37.0,62.0,63.0,1689892388.0,2023-07-20 22:33:08
82.0,31.0,68.0,40.0,42.0,38.0,63.0,64.0,1689870703.0,2023-07-20 16:31:43
85.0,30.0,73.0,47.0,44.0,47.0,62.0,63.0,1689883584.0,2023-07-20 20:06:24
81.0,30.0,70.0,46.0,46.0,53.0,62.0,63.0,1689892388.0,2023-07-20 22:33:08
79.0,30.0,71.0,47.0,47.0,52.0,62.0,63.0,1689903141.0,2023-07-21 01:32:21
78.0,30.0,74.0,48.0,45.0,44.0,68.0,69.0,1689914380.0,2023-07-21 04:39:40
79.0,31.0,63.0,41.0,28.0,29.0,71.0,72.0,1689925149.0,2023-07-21 07:39:09
79.0,32.0,69.0,41.0,37.0,35.0,62.0,63.0,1688435048.0,2023-07-04 01:44:08
83.0,31.0,70.0,48.0,34.0,33.0,63.0,64.0,1689957534.0,2023-07-21 16:38:54
83.0,30.0,72.0,46.0,35.0,35.0,62.0,63.0,1689968104.0,2023-07-21 19:35:04
83.0,30.0,71.0,48.0,39.0,44.0,62.0,63.0,1689978812.0,2023-07-21 22:33:32
80.0,32.0,73.0,46.0,40.0,38.0,63.0,63.0,1689990223.0,2023-07-22 01:43:43
80.0,31.0,73.0,49.0,42.0,39.0,69.0,70.0,1690001517.0,2023-07-22 04:51:57
81.0,31.0,73.0,49.0,42.0,39.0,70.0,71.0,1690012366.0,2023-07-22 07:52:46
80.0,32.0,73.0,43.0,36.0,34.0,69.0,70.0,1690023176.0,2023-07-22 10:52:56
80.0,31.0,72.0,42.0,38.0,37.0,63.0,64.0,1690033697.0,2023-07-22 13:48:17
80.0,31.0,69.0,42.0,38.0,37.0,63.0,64.0,1690046323.0,2023-07-22 17:18:43
82.0,31.0,69.0,42.0,38.0,37.0,63.0,64.0,1690054397.0,2023-07-22 19:33:17
82.0,32.0,69.0,45.0,37.0,43.0,63.0,64.0,1690065393.0,2023-07-22 22:36:33
82.0,31.0,76.0,42.0,38.0,37.0,63.0,64.0,1690076036.0,2023-07-23 01:33:56
80.0,32.0,69.0,45.0,42.0,46.0,63.0,64.0,1690087968.0,2023-07-23 04:52:48
82.0,32.0,70.0,45.0,37.0,43.0,63.0,64.0,1690087968.0,2023-07-23 04:52:48
80.0,31.0,76.0,42.0,38.0,37.0,68.0,69.0,1690097601.0,2023-07-23 07:33:21
80.0,31.0,69.0,42.0,38.0,37.0,63.0,64.0,1690097601.0,2023-07-23 07:33:21
82.0,32.0,69.0,45.0,37.0,43.0,70.0,71.0,1690108348.0,2023-07-23 10:32:28
82.0,32.0,76.0,45.0,37.0,43.0,68.0,69.0,1690108348.0,2023-07-23 10:32:28
80.0,32.0,76.0,45.0,37.0,43.0,63.0,64.0,1690087968.0,2023-07-23 04:52:48
80.0,32.0,76.0,45.0,42.0,46.0,63.0,64.0,1690087968.0,2023-07-23 04:52:48
80.0,31.0,70.0,42.0,38.0,46.0,68.0,69.0,1690087968.0,2023-07-23 04:52:48
80.0,32.0,69.0,45.0,42.0,46.0,68.0,69.0,1690097601.0,2023-07-23 07:33:21
84.0,32.0,71.0,43.0,45.0,38.0,64.0,65.0,1690303189.0,2023-07-25 16:39:49
82.0,32.0,71.0,44.0,41.0,38.0,62.0,64.0,1690313618.0,2023-07-25 19:33:38
84.0,32.0,71.0,43.0,41.0,39.0,62.0,63.0,1690324534.0,2023-07-25 22:35:34
82.0,32.0,71.0,43.0,43.0,37.0,62.0,64.0,1690303189.0,2023-07-25 16:39:49
82.0,32.0,71.0,46.0,40.0,37.0,62.0,63.0,1690313618.0,2023-07-25 19:33:38
82.0,31.0,71.0,46.0,41.0,39.0,67.0,68.0,1690346802.0,2023-07-26 04:46:42
81.0,32.0,74.0,48.0,39.0,31.0,63.0,64.0,1689612778.0,2023-07-17 16:52:58
83.0,31.0,74.0,42.0,31.0,32.0,63.0,64.0,1689622641.0,2023-07-17 19:37:21
83.0,30.0,69.0,41.0,31.0,32.0,62.0,63.0,1689634926.0,2023-07-17 23:02:06
82.0,31.0,68.0,42.0,29.0,26.0,63.0,63.0,1689644342.0,2023-07-18 01:39:02
80.0,31.0,69.0,42.0,22.0,32.0,68.0,69.0,1689654776.0,2023-07-18 04:32:56
80.0,31.0,69.0,45.0,30.0,33.0,69.0,70.0,1689666199.0,2023-07-18 07:43:19
81.0,31.0,69.0,44.0,33.0,35.0,69.0,70.0,1689676694.0,2023-07-18 10:38:14
80.0,32.0,71.0,48.0,31.0,36.0,65.0,66.0,1689687877.0,2023-07-18 13:44:37
81.0,32.0,71.0,47.0,37.0,36.0,63.0,64.0,1689698191.0,2023-07-18 16:36:31
83.0,33.0,71.0,44.0,37.0,36.0,63.0,64.0,1689708810.0,2023-07-18 19:33:30
85.0,32.0,68.0,44.0,37.0,47.0,62.0,63.0,1689719606.0,2023-07-18 22:33:26
85.0,32.0,70.0,44.0,39.0,36.0,62.0,63.0,1689730374.0,2023-07-19 01:32:54
85.0,32.0,70.0,50.0,37.0,47.0,62.0,63.0,1689742330.0,2023-07-19 04:52:10
79.0,32.0,76.0,49.0,39.0,47.0,68.0,68.0,1689752335.0,2023-07-19 07:38:55
85.0,32.0,74.0,50.0,39.0,37.0,70.0,70.0,1689762825.0,2023-07-19 10:33:45
79.0,32.0,76.0,49.0,37.0,30.0,68.0,68.0,1689742330.0,2023-07-19 04:52:10
79.0,32.0,74.0,49.0,28.0,30.0,70.0,70.0,1689752335.0,2023-07-19 07:38:55
78.0,32.0,74.0,52.0,28.0,20.0,68.0,69.0,1689762825.0,2023-07-19 10:33:45
78.0,32.0,77.0,49.0,13.0,23.0,64.0,65.0,1689773892.0,2023-07-19 13:38:12
79.0,31.0,70.0,50.0,17.0,40.0,63.0,64.0,1689784806.0,2023-07-19 16:40:06
86.0,31.0,68.0,41.0,37.0,52.0,63.0,64.0,1689796284.0,2023-07-19 19:51:24
80.0,30.0,73.0,43.0,37.0,43.0,67.0,68.0,1689827542.0,2023-07-20 04:32:22
80.0,32.0,76.0,45.0,42.0,46.0,68.0,69.0,1690087968.0,2023-07-23 04:52:48
80.0,32.0,70.0,45.0,42.0,46.0,68.0,69.0,1690097601.0,2023-07-23 07:33:21
80.0,32.0,70.0,45.0,45.0,42.0,70.0,71.0,1690097601.0,2023-07-23 07:33:21
79.0,31.0,70.0,51.0,45.0,42.0,70.0,71.0,1690108348.0,2023-07-23 10:32:28
79.0,31.0,76.0,51.0,43.0,39.0,69.0,70.0,1690108348.0,2023-07-23 10:32:28
80.0,31.0,76.0,45.0,43.0,39.0,64.0,65.0,1690119128.0,2023-07-23 13:32:08
80.0,31.0,72.0,45.0,43.0,39.0,64.0,65.0,1690130697.0,2023-07-23 16:44:57
81.0,32.0,72.0,43.0,40.0,36.0,63.0,64.0,1690141837.0,2023-07-23 19:50:37
81.0,32.0,72.0,43.0,41.0,39.0,63.0,64.0,1690130697.0,2023-07-23 16:44:57
85.0,32.0,72.0,39.0,41.0,45.0,63.0,64.0,1690141837.0,2023-07-23 19:50:37
75.0,47.0,69.0,46.0,46.0,52.0,63.0,64.0,1690153996.0,2023-07-23 23:13:16
80.0,31.0,42.0,44.0,46.0,47.0,62.0,63.0,1690162456.0,2023-07-24 01:34:16
80.0,31.0,72.0,48.0,46.0,42.0,67.0,68.0,1690173205.0,2023-07-24 04:33:25
83.0,32.0,73.0,48.0,42.0,43.0,64.0,65.0,1690476959.0,2023-07-27 16:55:59
83.0,32.0,73.0,48.0,48.0,33.0,62.0,63.0,1690486891.0,2023-07-27 19:41:31
85.0,32.0,73.0,45.0,33.0,37.0,62.0,63.0,1690476959.0,2023-07-27 16:55:59
85.0,32.0,72.0,42.0,36.0,44.0,62.0,63.0,1690486891.0,2023-07-27 19:41:31
87.0,32.0,72.0,39.0,41.0,51.0,62.0,63.0,1690498355.0,2023-07-27 22:52:35
87.0,31.0,69.0,38.0,44.0,51.0,63.0,63.0,1690509276.0,2023-07-28 01:54:36
84.0,31.0,67.0,44.0,44.0,42.0,67.0,68.0,1690519293.0,2023-07-28 04:41:33
84.0,31.0,70.0,44.0,44.0,40.0,69.0,70.0,1690529999.0,2023-07-28 07:39:59
80.0,30.0,70.0,48.0,44.0,38.0,69.0,70.0,1690540317.0,2023-07-28 10:31:57
80.0,32.0,75.0,47.0,42.0,38.0,63.0,64.0,1690551869.0,2023-07-28 13:44:29
82.0,32.0,74.0,47.0,42.0,40.0,62.0,64.0,1690562408.0,2023-07-28 16:40:08
81.0,32.0,75.0,47.0,44.0,50.0,63.0,64.0,1690648410.0,2023-07-29 16:33:30
80.0,30.0,70.0,47.0,41.0,33.0,69.0,70.0,1690789418.0,2023-07-31 07:43:38
81.0,31.0,70.0,44.0,31.0,28.0,68.0,69.0,1690799935.0,2023-07-31 10:38:55
81.0,31.0,72.0,44.0,25.0,33.0,63.0,64.0,1690810489.0,2023-07-31 13:34:49
82.0,32.0,72.0,46.0,31.0,28.0,63.0,64.0,1690822703.0,2023-07-31 16:58:23
85.0,31.0,71.0,42.0,25.0,23.0,63.0,64.0,1690833103.0,2023-07-31 19:51:43
85.0,31.0,69.0,40.0,43.0,48.0,63.0,64.0,1690833103.0,2023-07-31 19:51:43
81.0,31.0,68.0,39.0,38.0,42.0,62.0,63.0,1690993997.0,2023-08-02 16:33:17
81.0,32.0,68.0,38.0,38.0,41.0,63.0,63.0,1691005070.0,2023-08-02 19:37:50
85.0,30.0,68.0,45.0,35.0,35.0,63.0,63.0,1691015532.0,2023-08-02 22:32:12
82.0,29.0,68.0,46.0,37.0,42.0,70.0,70.0,1691039133.0,2023-08-03 05:05:33
79.0,31.0,71.0,48.0,37.0,36.0,70.0,70.0,1690886156.0,2023-08-01 10:35:56
83.0,31.0,69.0,36.0,39.0,40.0,63.0,64.0,1691091169.0,2023-08-03 19:32:49
80.0,31.0,71.0,44.0,42.0,38.0,63.0,64.0,1690378497.0,2023-07-26 13:34:57
85.0,32.0,72.0,41.0,42.0,38.0,63.0,64.0,1690390180.0,2023-07-26 16:49:40
89.0,31.0,69.0,41.0,42.0,44.0,62.0,63.0,1690400004.0,2023-07-26 19:33:24
89.0,31.0,69.0,46.0,42.0,44.0,62.0,63.0,1690410992.0,2023-07-26 22:36:32
83.0,31.0,73.0,46.0,42.0,44.0,62.0,63.0,1690422417.0,2023-07-27 01:46:57
83.0,31.0,73.0,46.0,42.0,44.0,62.0,63.0,1690433597.0,2023-07-27 04:53:17
85.0,31.0,74.0,48.0,41.0,48.0,62.0,63.0,1690669972.0,2023-07-29 22:32:52
87.0,31.0,72.0,42.0,43.0,53.0,63.0,64.0,1690918753.0,2023-08-01 19:39:13
79.0,29.0,65.0,41.0,44.0,40.0,71.0,72.0,1691134592.0,2023-08-04 07:36:32
82.0,32.0,67.0,41.0,44.0,31.0,68.0,69.0,1691145413.0,2023-08-04 10:36:53
82.0,31.0,68.0,42.0,29.0,22.0,64.0,65.0,1691156876.0,2023-08-04 13:47:56
82.0,31.0,68.0,42.0,20.0,24.0,63.0,64.0,1691167319.0,2023-08-04 16:41:59
86.0,31.0,68.0,39.0,21.0,26.0,62.0,63.0,1691178248.0,2023-08-04 19:44:08
84.0,31.0,68.0,41.0,28.0,28.0,62.0,64.0,1691188729.0,2023-08-04 22:38:49
83.0,31.0,67.0,43.0,29.0,27.0,63.0,64.0,1691199595.0,2023-08-05 01:39:55
80.0,28.0,69.0,43.0,26.0,24.0,68.0,69.0,1691211356.0,2023-08-05 04:55:56
81.0,21.0,66.0,47.0,23.0,24.0,70.0,71.0,1691221031.0,2023-08-05 07:37:11
81.0,31.0,69.0,47.0,23.0,29.0,68.0,69.0,1691231976.0,2023-08-05 10:39:36
81.0,31.0,66.0,52.0,44.0,44.0,67.0,68.0,1691297460.0,2023-08-06 04:51:00
81.0,31.0,70.0,52.0,44.0,40.0,69.0,70.0,1691308388.0,2023-08-06 07:53:08
83.0,32.0,70.0,47.0,44.0,38.0,67.0,68.0,1691318087.0,2023-08-06 10:34:47
83.0,32.0,75.0,44.0,41.0,40.0,64.0,65.0,1691329869.0,2023-08-06 13:51:09
83.0,32.0,75.0,47.0,44.0,38.0,64.0,65.0,1691339535.0,2023-08-06 16:32:15
80.0,32.0,75.0,44.0,41.0,34.0,63.0,64.0,1691350742.0,2023-08-06 19:39:02
83.0,32.0,71.0,44.0,36.0,39.0,63.0,64.0,1691361111.0,2023-08-06 22:31:51
80.0,32.0,75.0,43.0,43.0,35.0,63.0,64.0,1691339535.0,2023-08-06 16:32:15
81.0,32.0,71.0,47.0,36.0,31.0,63.0,64.0,1691350742.0,2023-08-06 19:39:02
85.0,31.0,72.0,48.0,33.0,31.0,63.0,64.0,1691361111.0,2023-08-06 22:31:51
83.0,31.0,68.0,48.0,33.0,31.0,62.0,63.0,1691371961.0,2023-08-07 01:32:41
83.0,30.0,70.0,45.0,29.0,28.0,66.0,67.0,1691384591.0,2023-08-07 05:03:11
83.0,30.0,67.0,49.0,26.0,38.0,69.0,70.0,1691394437.0,2023-08-07 07:47:17
81.0,32.0,67.0,45.0,40.0,37.0,69.0,70.0,1691404701.0,2023-08-07 10:38:21
83.0,32.0,72.0,44.0,31.0,31.0,63.0,64.0,1691426141.0,2023-08-07 16:35:41
84.0,32.0,70.0,42.0,40.0,38.0,63.0,63.0,1691437085.0,2023-08-07 19:38:05
81.0,31.0,70.0,49.0,30.0,30.0,63.0,64.0,1690735488.0,2023-07-30 16:44:48
81.0,31.0,70.0,43.0,36.0,35.0,63.0,64.0,1690746353.0,2023-07-30 19:45:53
82.0,31.0,69.0,49.0,44.0,48.0,63.0,64.0,1691513446.0,2023-08-08 16:50:46
88.0,31.0,67.0,45.0,38.0,40.0,63.0,63.0,1691534332.0,2023-08-08 22:38:52
84.0,32.0,72.0,45.0,44.0,36.0,63.0,64.0,1691696092.0,2023-08-10 19:34:52
81.0,32.0,73.0,43.0,42.0,38.0,63.0,63.0,1691706822.0,2023-08-10 22:33:42
84.0,32.0,72.0,38.0,44.0,40.0,62.0,64.0,1691686223.0,2023-08-10 16:50:23
87.0,32.0,68.0,44.0,44.0,50.0,63.0,63.0,1691696092.0,2023-08-10 19:34:52
86.0,31.0,64.0,44.0,34.0,37.0,62.0,63.0,1691706822.0,2023-08-10 22:33:42
82.0,31.0,68.0,44.0,32.0,35.0,62.0,67.0,1691717527.0,2023-08-11 01:32:07
81.0,30.0,68.0,43.0,27.0,27.0,66.0,70.0,1691730455.0,2023-08-11 05:07:35
83.0,29.0,68.0,43.0,35.0,33.0,69.0,71.0,1691740158.0,2023-08-11 07:49:18
84.0,32.0,70.0,43.0,39.0,34.0,70.0,69.0,1691750172.0,2023-08-11 10:36:12
85.0,32.0,71.0,46.0,42.0,48.0,64.0,64.0,1691771550.0,2023-08-11 16:32:30
82.0,31.0,73.0,45.0,45.0,40.0,67.0,68.0,1691577848.0,2023-08-09 10:44:08
84.0,31.0,70.0,42.0,42.0,37.0,63.0,64.0,1691598765.0,2023-08-09 16:32:45
83.0,32.0,71.0,41.0,40.0,35.0,62.0,63.0,1691274781.0,2023-08-05 22:33:01
86.0,32.0,66.0,40.0,36.0,34.0,63.0,64.0,1692041567.0,2023-08-14 19:32:47
86.0,31.0,66.0,43.0,32.0,34.0,63.0,63.0,1692052400.0,2023-08-14 22:33:20
82.0,30.0,66.0,44.0,32.0,33.0,62.0,64.0,1692063121.0,2023-08-15 01:32:01
83.0,30.0,68.0,44.0,26.0,25.0,63.0,69.0,1692074501.0,2023-08-15 04:41:41
82.0,32.0,70.0,44.0,26.0,25.0,68.0,69.0,1692086026.0,2023-08-15 07:53:46
82.0,32.0,70.0,44.0,34.0,32.0,68.0,69.0,1692097680.0,2023-08-15 11:08:00
82.0,32.0,70.0,41.0,38.0,33.0,68.0,65.0,1692106678.0,2023-08-15 13:37:58
87.0,32.0,70.0,41.0,38.0,33.0,64.0,65.0,1692117505.0,2023-08-15 16:38:25
84.0,31.0,70.0,43.0,46.0,40.0,63.0,63.0,1691610358.0,2023-08-09 19:45:58
89.0,31.0,70.0,39.0,41.0,46.0,62.0,63.0,1692161466.0,2023-08-16 04:51:06
84.0,31.0,66.0,43.0,44.0,50.0,62.0,69.0,1692171317.0,2023-08-16 07:35:17
89.0,31.0,70.0,45.0,41.0,46.0,68.0,69.0,1692181939.0,2023-08-16 10:32:19
84.0,30.0,70.0,45.0,40.0,39.0,68.0,69.0,1692161466.0,2023-08-16 04:51:06
80.0,31.0,72.0,45.0,40.0,36.0,68.0,69.0,1692171317.0,2023-08-16 07:35:17
81.0,32.0,72.0,40.0,36.0,33.0,68.0,68.0,1692181939.0,2023-08-16 10:32:19
81.0,33.0,70.0,40.0,36.0,32.0,67.0,64.0,1692193043.0,2023-08-16 13:37:23
85.0,33.0,70.0,44.0,30.0,30.0,63.0,64.0,1692204210.0,2023-08-16 16:43:30
