ID,AssetID,UnitID,Value,RecordTime,RecordDate,PersonelID,OutofRange,ValueType,MobileID,DateTime,TimeStamp,Job,IsDeleted,ShiftCode,OnTime
2326675,9408,12,3.3,14:37:48,2021/06/27,83736,1,1,21,2021-06-27 14:37:48.000,1624788468,Operation,0,12,1
2326676,9358,12,73.0,14:37:59,2021/06/27,83736,1,1,21,2021-06-27 14:37:59.000,1624788479,Operation,0,12,1
2326677,9359,12,73.0,14:39:37,2021/06/27,83736,1,1,21,2021-06-27 14:39:37.000,1624788577,Operation,0,12,1
2326819,9408,12,4.3,17:26:56,2021/06/27,83706,1,1,21,2021-06-27 17:26:56.000,1624798616,Operation,0,12,1
2326820,9358,12,74.0,17:29:00,2021/06/27,83706,1,1,21,2021-06-27 17:29:00.000,1624798740,Operation,0,12,1
2326821,9359,12,73.0,17:29:01,2021/06/27,83706,1,1,21,2021-06-27 17:29:01.000,1624798741,Operation,0,12,1
2333892,9408,12,4.0,20:21:37,2021/06/27,83715,1,1,21,2021-06-27 20:21:37.000,1624809097,Operation,0,12,1
2333893,9358,12,72.0,20:21:40,2021/06/27,83715,1,1,21,2021-06-27 20:21:40.000,1624809100,Operation,0,12,1
2333894,9359,12,70.0,20:21:42,2021/06/27,83715,1,1,21,2021-06-27 20:21:42.000,1624809102,Operation,0,12,1
2334036,9408,12,3.8,23:10:39,2021/06/27,83771,1,1,21,2021-06-27 23:10:39.000,1624819239,Operation,0,12,1
2334037,9358,12,70.0,23:10:45,2021/06/27,83771,1,1,21,2021-06-27 23:10:45.000,1624819245,Operation,0,12,1
2334038,9359,12,70.0,23:10:46,2021/06/27,83771,1,1,21,2021-06-27 23:10:46.000,1624819246,Operation,0,12,1
2334294,9408,12,3.8,02:14:26,2021/06/28,83715,1,1,21,2021-06-28 02:14:26.000,1624830266,Operation,0,12,1
2334295,9358,12,70.0,02:14:31,2021/06/28,83715,1,1,21,2021-06-28 02:14:31.000,1624830271,Operation,0,12,1
2334296,9359,12,69.0,02:14:32,2021/06/28,83715,1,1,21,2021-06-28 02:14:32.000,1624830272,Operation,0,12,1
2334495,9408,12,3.6,05:34:10,2021/06/28,83715,1,1,21,2021-06-28 05:34:10.000,1624842250,Operation,0,12,1
2334496,9358,12,70.0,05:34:17,2021/06/28,83715,1,1,21,2021-06-28 05:34:17.000,1624842257,Operation,0,12,1
2334497,9359,12,69.0,05:34:19,2021/06/28,83715,1,1,21,2021-06-28 05:34:19.000,1624842259,Operation,0,12,1
2342437,9408,12,4.0,08:21:48,2021/06/28,83776,1,1,21,2021-06-28 08:21:48.000,1624852308,Operation,0,12,1
2342438,9358,12,68.0,08:21:52,2021/06/28,83776,1,1,21,2021-06-28 08:21:52.000,1624852312,Operation,0,12,1
